44,746,45
45,420,49
47,186,45
47,998,51
50,270,53
50,853,49
52,142,49
52,621,49
53,944,49
53,790,49
54,520,49
55,705,45
55,902,45
60,361,81
60,230,49
60,480,45
60,560,45
63,652,53
70,445,53
70,1017,53
73,319,48
74,892,53
74,95,50
74,270,49
78,180,49
80,404,53
80,595,53
80,505,51
83,788,53
83,976,49
85,360,45
85,739,49
90,470,49
94,1020,53
94,133,45
94,560,49
94,647,45
97,234,82
97,64,49
97,837,51
100,300,49
100,514,49
100,926,45
100,685,47
110,600,49
110,370,49
110,425,49
111,776,49
120,176,49
120,270,49
121,980,45
124,330,45
124,888,49
125,110,45
129,560,52
129,684,45
130,380,49
130,480,49
132,729,53
133,934,53
134,184,49
135,430,49
135,848,49
138,865,49
140,230,49
140,300,49
141,781,45
143,76,53
143,645,49
149,1030,51
150,130,45
152,984,47
155,500,45
155,600,51
160,255,49
160,940,47
162,822,49
163,895,49
167,700,49
169,1026,49
170,73,45
170,160,49
170,320,49
170,370,49
170,410,49
170,460,45
170,550,49
171,658,49
174,757,45
180,214,47
180,610,45
182,980,50
185,514,49
186,915,47
189,700,53
190,285,49
195,560,49
196,1025,53
197,128,49
197,842,49
200,790,53
200,188,49
200,330,49
200,430,45
200,470,45
201,729,53
210,84,45
210,146,49
210,230,49
210,380,49
211,642,49
212,875,49
214,924,53
220,279,47
224,540,47
224,580,49
226,783,49
229,670,49
229,832,49
230,490,51
233,871,49
234,197,51
234,719,52
235,911,45
237,114,49
240,320,49
240,375,45
240,430,49
240,631,49
244,284,49
246,160,49
250,240,49
335,523,52
334,623,59
339,568,49
341,424,49
345,470,45
348,370,49
364,426,62
365,598,56
366,647,56
367,337,49
368,548,58
368,505,47
369,756,49
370,704,52
378,378,49
384,782,52
390,288,45
392,471,56
396,829,45
397,523,50
399,594,52
401,430,51
401,733,49
403,241,49
406,385,51
408,696,49
411,330,52
413,637,49
414,792,45
416,885,49
418,560,52
420,288,49
422,505,52
426,838,52
428,449,52
436,216,45
439,741,49
441,355,52
442,416,49
442,530,49
442,657,54
444,259,49
446,915,45
447,698,45
452,597,52
453,322,53
452,866,47
460,483,49
461,766,49
462,825,49
470,384,52
471,193,49
472,235,49
474,642,49
475,568,49
476,695,48
476,281,45
476,435,45
477,889,49
479,960,49
481,344,45
482,526,48
486,751,52
489,480,52
488,839,49
494,584,52
494,147,45
502,394,51
505,197,49
505,669,45
506,887,49
507,793,45
508,263,45
508,952,49
509,548,49
512,434,49
514,494,49
515,728,45
516,310,49
517,623,52
518,354,49
519,866,49
522,154,45
524,218,53
525,841,45
530,101,53
534,270,49
538,766,54
539,912,52
539,966,49
540,373,49
547,1008,49
549,172,49
550,320,49
552,855,52
555,120,49
559,227,49
563,805,49
565,944,45
568,895,69
572,1003,56
574,100,53
575,268,49
578,184,45
589,229,51
591,847,49
592,135,51
592,301,49
593,803,45
598,952,49
602,1034,45
609,910,52
612,90,49
613,192,45
613,862,49
614,999,45
615,266,49
623,136,45
631,1042,71
632,823,49
634,960,49
639,82,49
641,868,47
641,920,51
643,218,49
649,264,49
651,171,49
656,121,62
661,992,52
662,1046,49
667,879,54
668,76,45
675,953,49
679,228,49
686,1043,52
688,182,53
691,894,45
695,996,45
696,142,49
701,92,45
706,961,63
710,252,49
713,910,45
715,56,53
718,206,53
719,1039,45
725,129,49
728,96,51
729,999,63
732,193,49
732,882,49
732,932,45
745,1050,54
746,885,49
750,236,49
754,953,45
758,75,52
759,113,49
759,153,49
766,891,45
766,1008,45
782,937,45
784,84,52
782,1027,46
785,246,49
789,205,45
791,972,52
801,163,45
804,1033,63
804,125,49
805,220,49
809,882,45
811,929,48
826,77,58
827,1014,58
833,192,45
834,141,49
838,967,45
842,249,49
846,871,49
846,1033,49
849,105,61
851,286,45
858,923,51
860,192,48
860,836,52
862,64,49
866,996,49
871,144,56
878,871,49
880,238,56
885,78,45
887,299,52
887,806,46
890,1018,62
891,972,45
900,173,58
899,918,45
903,885,49
904,827,51
905,135,49
906,343,49
908,258,52
910,779,49
915,212,47
919,1004,49
928,949,45
931,307,52
930,721,49
935,168,77
934,407,45
941,243,52
940,806,50
941,115,45
941,341,49
941,855,45
944,762,52
945,911,45
950,426,49
952,683,45
953,210,45
956,386,81
955,471,54
957,310,54
962,621,50
964,728,49
967,979,64
968,259,49
969,560,49
971,888,49
972,505,47
973,775,52
973,836,68
977,146,49
979,930,49
980,438,45
983,218,49
984,667,52
987,582,45
989,633,49
990,345,49
991,892,49
993,298,49
996,714,45
998,542,51
1003,761,47
1006,199,48
1005,401,45
1007,251,51
1008,475,65
1011,812,49
1013,845,48
1014,640,49
1017,355,79
1016,690,47
1020,430,66
1023,292,73
1024,224,49
1028,767,52
1028,578,49
1031,921,49
1034,525,45
1037,397,45
1040,481,45
1040,814,45
1040,875,58
1044,623,49
1046,670,64
1051,724,48
1054,264,45
1054,354,49
1057,312,65
1061,564,51
1062,431,49
1064,685,54
1071,386,52
1071,525,61
1070,767,49
1072,636,51
1072,854,58
1074,477,48
1075,806,54
1087,347,49
1091,720,62
1092,592,49
1097,421,49
1103,678,73
1107,514,49
1107,544,45
1110,470,49
1114,588,49
1117,637,58
1178,551,45
1185,685,54
1190,630,48
1193,582,45
1195,371,52
1198,411,53
1201,471,52
1203,514,47
1203,749,45
1214,705,49
1214,791,49
1216,546,49
1223,345,52
1223,396,45
1226,639,45
1230,833,49
1235,680,45
1235,756,45
1236,299,45
1236,454,49
1240,504,45
1242,591,52
1245,415,56
1251,831,52
1253,706,58
1254,342,49
1255,253,63
1255,547,49
1258,875,61
1259,509,47
1264,603,52
1266,303,45
1266,649,45
1269,452,49
1269,559,45
1273,786,45
1278,820,49
1280,252,45
1283,732,52
1286,897,48
1286,394,49
1287,360,45
1288,680,52
1289,483,54
1293,321,45
1294,636,52
1294,198,45
1296,600,45
1298,512,63
1301,854,72
1302,770,59
1304,729,49
1307,441,54
1309,269,49
1312,935,49
1314,166,52
1313,689,49
1315,210,50
1315,563,49
1323,338,49
1325,606,52
1326,392,49
1327,524,48
1328,476,49
1331,961,45
1334,808,49
1335,898,49
1336,650,62
1337,857,49
1341,718,47
1342,197,45
1342,293,49
1344,769,56
1346,232,49
1349,494,48
1350,588,49
1353,373,49
1353,424,49
1354,671,45
1357,138,52
1358,531,45
1363,929,48
1363,323,54
1366,627,49
1370,1001,52
1370,268,54
1371,460,49
1372,799,45
1374,884,49
1375,717,49
1376,209,45
1379,763,64
1379,120,49
1382,404,52
1381,842,45
1383,365,45
1394,976,49
1395,939,63
1397,164,45
1398,886,52
1401,274,60
1405,319,52
1412,96,58
1415,242,49
1417,854,47
1417,1020,49
1418,802,45
1427,190,49
1429,143,52
1430,292,45
1432,970,45
1439,923,49
1445,225,45
1449,167,49
1456,995,52
1456,1038,49
1461,850,49
1465,81,73
1467,905,49
1473,204,54
1479,1040,45
1486,112,58
1496,259,59
1496,935,49
1502,994,53
1502,161,54
1505,92,48
1507,1049,65
1511,872,45
1515,239,45
1517,920,45
1519,969,49
1527,129,56
1535,1011,56
1535,191,56
1537,81,45
1538,888,52
1537,1049,55
1540,955,49
1548,230,60
1553,173,52
1555,1006,49
1571,909,51
1572,1053,47
1573,117,49
1580,180,45
1581,995,49
1587,231,49
1587,960,49
1591,78,51
1593,908,52
1596,154,49
1603,1060,45
1606,197,49
1608,1016,54
1623,959,49
1625,233,49
1626,86,47
1632,141,51
1637,1053,47
1641,1013,73
1642,910,45
1643,191,45
1651,86,52
1656,962,51
1662,131,52
1662,912,47
1665,246,49
1666,1050,52
1676,1004,49
1679,197,49
1683,954,52
1686,1052,52
1687,118,49
1696,210,59
1699,919,52
1701,173,49
1704,259,48
1708,888,49
1709,92,49
1710,1009,56
1716,959,49
1720,135,45
1726,253,52
1725,301,49
1730,865,49
1734,1043,68
1734,915,49
1735,203,49
1740,821,49
1746,101,52
1748,286,52
1749,165,52
1750,955,49
1750,1008,49
1755,235,48
1762,331,45
1762,892,49
1763,779,49
1774,849,65
1775,195,49
1776,137,49
1776,710,49
1776,938,49
1778,302,45
1781,353,49
1782,1042,56
1785,982,47
1788,244,49
1793,891,47
1797,166,74
1799,830,49
1802,679,45
1803,338,62
1805,780,52
1808,399,52
1809,457,49
1810,631,51
1813,297,52
1813,936,47
1816,547,52
1818,740,49
1818,850,49
1820,990,59
1822,494,49
1823,248,49
1825,684,49
1826,150,49
1828,370,54
1829,812,48
1830,430,52
1831,202,45
1833,599,49
1836,650,49
1837,767,57
1840,276,45
1843,888,58
1844,320,51
1846,545,45
1847,942,77
1853,223,49
1854,503,52
1856,454,49
1859,184,49
1859,729,45
1862,798,45
1863,624,51
1863,852,49
1870,408,49
1872,572,58
1872,665,49
1873,361,47
1875,216,49
1878,298,49
1880,918,59
1884,254,49
1886,837,60
1887,739,45
1890,497,49
1890,694,49
1892,425,49
1893,886,45
1895,646,49
1900,338,68
1899,796,49
1901,537,52
1909,264,49
1910,456,49
1912,593,58
1914,699,55
1921,388,52
1923,305,49
1923,746,50
1926,827,45
1927,792,45
1928,515,63
1931,651,45
1935,429,49
1940,1089,45
1942,342,49
1944,611,49
1945,463,49
1946,561,52
1949,699,54
1952,750,52
1953,382,49
1963,422,49
1963,657,49
1970,591,52
1974,545,56
1976,496,45
2005,1072,52
2038,551,51
2049,615,45
2052,514,48
2052,661,49
2054,416,47
2054,468,49
2054,711,49
2055,754,45
2067,600,45
2069,777,49
2072,362,49
2076,835,45
2080,537,54
2082,744,49
2085,497,45
2085,614,49
2085,692,50
2086,450,45
2088,308,49
2088,655,45
2093,398,45
2095,358,45
2095,833,54
2103,782,52
2108,612,49
2110,735,56
2112,564,45
2113,253,47
2115,471,49
2121,890,52
2122,299,49
2123,352,52
2124,665,52
2126,423,49
2127,514,49
2128,551,49
2134,934,58
2136,255,49
2137,820,49
2138,195,49
2138,700,49
2142,475,45
2142,868,49
2145,601,45
2152,390,49
2152,772,51
2157,694,56
2157,338,49
2160,199,45
2162,443,52
2163,296,49
2164,550,56
2163,827,49
2166,150,49
2166,646,49
2169,509,45
2171,965,52
2172,875,49
2174,230,49
2174,597,49
2175,736,52
2181,921,52
2182,794,49
2183,455,49
2187,361,49
2189,320,49
2189,671,51
2190,590,45
2195,525,52
2194,723,49
2197,186,47
2197,410,49
2198,851,49
2199,265,49
2202,632,45
2205,952,52
2205,998,45
2210,368,61
2209,496,49
2210,810,49
2214,135,45
2214,897,49
2216,218,56
2217,762,49
2219,451,65
2225,311,49
2231,849,49
2232,1016,49
2235,409,49
2237,974,62
2239,275,49
2239,800,49
2240,920,49
2247,369,48
2247,171,45
2247,890,51
2248,114,49
2252,220,45
2254,1015,49
2261,923,49
2263,856,49
2265,290,49
2269,342,52
2270,967,49
2287,258,52
2290,87,52
2289,220,45
2290,891,49
2293,166,49
2297,1009,49
2299,310,52
2304,130,52
2304,931,52
2313,1032,48
2314,265,51
2317,972,49
2323,217,49
2325,1048,51
2327,80,45
2329,884,49
2331,1021,49
2334,161,49
2340,120,45
2343,284,49
2346,939,51
2352,213,45
2353,906,62
2357,1014,60
2360,162,49
2366,105,45
2370,1052,52
2374,943,54
2378,258,52
2383,993,45
2387,78,45
2390,905,45
2397,177,52
2404,943,49
2404,1035,51
2405,158,49
2411,229,45
2414,101,49
2415,282,48
2425,902,49
2426,994,49
2426,1054,49
2430,175,52
2442,131,45
2442,214,49
2445,940,51
2448,97,45
2449,1031,49
2456,264,51
2458,983,51
2465,889,45
2469,1065,59
2470,214,49
2473,164,49
2479,74,45
2482,935,49
2487,124,49
2494,257,52
2494,1030,51
2495,981,49
2500,914,49
2505,197,52
2509,97,49
2515,890,45
2518,275,54
2519,1046,45
2521,143,52
2523,951,56
2527,180,57
2527,232,52
2529,1001,52
2540,914,52
2542,97,45
2546,262,45
2547,968,58
2558,874,52
2558,827,49
2559,1032,47
2560,180,72
2562,226,47
2571,132,49
2572,936,49
2580,282,52
2579,847,49
2582,90,51
2583,799,55
2584,889,49
2584,983,49
2585,210,49
2590,324,54
2596,156,51
2601,963,51
2606,121,52
2605,1003,51
2610,228,52
2610,366,49
2610,820,49
2612,867,51
2615,294,56
2618,775,52
2622,915,49
2627,175,52
2627,235,49
2631,980,49
2633,409,45
2634,733,49
2639,850,49
2641,799,56
2644,336,45
2649,138,48
2648,693,49
2650,198,48
2650,452,52
2651,980,64
2653,375,51
2655,934,45
2657,283,54
2659,746,49
2660,890,45
2663,558,49
2668,502,47
2669,238,45
2671,612,52
2670,653,56
2671,332,47
2675,429,48
2675,831,49
2676,929,65
2676,176,47
2686,695,51
2687,788,56
2690,884,56
2691,209,56
2694,288,49
2697,518,52
2697,373,49
2699,466,45
2699,751,45
2705,665,51
2706,612,45
2708,558,49
2709,845,52
2713,912,52
2713,342,45
2722,446,72
2721,240,46
2723,288,51
2726,508,52
2730,771,49
2730,817,67
2731,390,49
2735,869,49
2738,673,49
2738,731,45
2745,621,51
2747,534,49
2749,437,60
2749,313,45
2750,264,49
2751,368,52
2755,492,51
2757,762,49
2764,832,45
2767,575,52
2772,399,45
2771,665,47
2772,707,45
2779,309,49
2779,794,49
2779,345,47
2788,446,49
2789,502,49
2791,614,54
2792,740,45
2795,550,52
2797,690,49
2807,376,61
2810,649,47
2818,422,49
2818,485,45
2823,534,52
2822,584,45
